chain_shorthand,db_shorthand
TG O-12:1_18:1_22:2,"TG O-12:1(9)_18:1(6)_22:2(13,16)"
TG O-12:1_18:1_22:3,"TG O-12:1(9)_18:1(6)_22:3(7,10,13)"
TG O-12:1_18:1_22:4,"TG O-12:1(9)_18:1(6)_22:4(7,10,13,16)"
TG O-12:1_18:1_22:5,"TG O-12:1(9)_18:1(6)_22:5(4,7,10,13,16)"
TG O-12:1_18:1_22:5,"TG O-12:1(9)_18:1(6)_22:5(4,7,10,13,16)"
TG O-12:1_18:1_22:5,"TG O-12:1(9)_18:1(6)_22:5(7,10,13,16,19)"
TG O-12:1_18:1_22:6,"TG O-12:1(9)_18:1(6)_22:6(4,7,10,13,16,19)"
TG O-12:1_18:1_24:1,TG O-12:1(9)_18:1(6)_24:1(15)
TG O-12:1_18:1_24:4,"TG O-12:1(9)_18:1(6)_24:4(9,12,15,18)"
TG O-12:1_18:1_24:5,"TG O-12:1(9)_18:1(6)_24:5(6,9,12,15,18)"
TG O-12:1_18:1_24:5,"TG O-12:1(9)_18:1(6)_24:5(9,12,15,18,21)"
TG O-12:1_18:1_24:6,"TG O-12:1(9)_18:1(6)_24:6(4,7,10,13,16,19)"
TG O-12:1_18:1_26:1,TG O-12:1(9)_18:1(6)_26:1(17)
TG O-12:1_18:1_26:4,"TG O-12:1(9)_18:1(6)_26:4(11,14,17,20)"
TG O-12:1_18:1_26:5,"TG O-12:1(9)_18:1(6)_26:5(11,14,17,20,23)"
TG O-12:1_18:1_26:5,"TG O-12:1(9)_18:1(6)_26:5(8,11,14,17,20)"
TG O-12:1_18:1_26:6,"TG O-12:1(9)_18:1(6)_26:6(8,11,14,17,20,23)"
TG O-12:1_18:1_28:4,"TG O-12:1(9)_18:1(6)_28:4(13,16,19,22)"
TG O-12:1_18:1_28:5,"TG O-12:1(9)_18:1(6)_28:5(10,13,16,19,22)"
TG O-12:1_18:1_28:5,"TG O-12:1(9)_18:1(6)_28:5(13,16,19,22,25)"
TG O-12:1_18:1_28:6,"TG O-12:1(9)_18:1(6)_28:6(10,13,16,19,22,25)"
TG O-12:1_18:1_18:1,TG O-12:1(9)_18:1(9)_18:1(9)
TG O-12:1_18:1_18:2,"TG O-12:1(9)_18:1(9)_18:2(6,9)"
TG O-12:1_18:1_18:2,"TG O-12:1(9)_18:1(9)_18:2(9,12)"
TG O-12:1_18:1_18:3,"TG O-12:1(9)_18:1(9)_18:3(6,9,12)"
TG O-12:1_18:1_18:3,"TG O-12:1(9)_18:1(9)_18:3(9,12,15)"
TG O-12:1_18:1_18:4,"TG O-12:1(9)_18:1(9)_18:4(6,9,12,15)"
TG O-12:1_18:1_20:1,TG O-12:1(9)_18:1(9)_20:1(11)
TG O-12:1_18:1_20:1,TG O-12:1(9)_18:1(9)_20:1(13)
TG O-12:1_18:1_20:2,"TG O-12:1(9)_18:1(9)_20:2(11,14)"
TG O-12:1_18:1_20:2,"TG O-12:1(9)_18:1(9)_20:2(8,11)"
TG O-12:1_18:1_20:3,"TG O-12:1(9)_18:1(9)_20:3(11,14,17)"
TG O-12:1_18:1_20:3,"TG O-12:1(9)_18:1(9)_20:3(5,8,11)"
TG O-12:1_18:1_20:3,"TG O-12:1(9)_18:1(9)_20:3(8,11,14)"
TG O-12:1_18:1_20:4,"TG O-12:1(9)_18:1(9)_20:4(5,8,11,14)"
TG O-12:1_18:1_20:4,"TG O-12:1(9)_18:1(9)_20:4(8,11,14,17)"
TG O-12:1_18:1_20:5,"TG O-12:1(9)_18:1(9)_20:5(5,8,11,14,17)"
TG O-12:1_18:1_22:1,TG O-12:1(9)_18:1(9)_22:1(13)
TG O-12:1_18:1_22:2,"TG O-12:1(9)_18:1(9)_22:2(13,16)"
TG O-12:1_18:1_22:3,"TG O-12:1(9)_18:1(9)_22:3(7,10,13)"
TG O-12:1_18:1_22:4,"TG O-12:1(9)_18:1(9)_22:4(7,10,13,16)"
TG O-12:1_18:1_22:5,"TG O-12:1(9)_18:1(9)_22:5(4,7,10,13,16)"
TG O-12:1_18:1_22:5,"TG O-12:1(9)_18:1(9)_22:5(4,7,10,13,16)"
TG O-12:1_18:1_22:5,"TG O-12:1(9)_18:1(9)_22:5(7,10,13,16,19)"
TG O-12:1_18:1_22:6,"TG O-12:1(9)_18:1(9)_22:6(4,7,10,13,16,19)"
TG O-12:1_18:1_24:1,TG O-12:1(9)_18:1(9)_24:1(15)
TG O-12:1_18:1_24:4,"TG O-12:1(9)_18:1(9)_24:4(9,12,15,18)"
TG O-12:1_18:1_24:5,"TG O-12:1(9)_18:1(9)_24:5(6,9,12,15,18)"
TG O-12:1_18:1_24:5,"TG O-12:1(9)_18:1(9)_24:5(9,12,15,18,21)"
TG O-12:1_18:1_24:6,"TG O-12:1(9)_18:1(9)_24:6(4,7,10,13,16,19)"
TG O-12:1_18:1_26:1,TG O-12:1(9)_18:1(9)_26:1(17)
TG O-12:1_18:1_26:4,"TG O-12:1(9)_18:1(9)_26:4(11,14,17,20)"
TG O-12:1_18:1_26:5,"TG O-12:1(9)_18:1(9)_26:5(11,14,17,20,23)"
TG O-12:1_18:1_26:5,"TG O-12:1(9)_18:1(9)_26:5(8,11,14,17,20)"
TG O-12:1_18:1_26:6,"TG O-12:1(9)_18:1(9)_26:6(8,11,14,17,20,23)"
TG O-12:1_18:1_28:4,"TG O-12:1(9)_18:1(9)_28:4(13,16,19,22)"
TG O-12:1_18:1_28:5,"TG O-12:1(9)_18:1(9)_28:5(10,13,16,19,22)"
TG O-12:1_18:1_28:5,"TG O-12:1(9)_18:1(9)_28:5(13,16,19,22,25)"
TG O-12:1_18:1_28:6,"TG O-12:1(9)_18:1(9)_28:6(10,13,16,19,22,25)"
TG O-12:1_18:2_18:2,"TG O-12:1(9)_18:2(6,9)_18:2(6,9)"
TG O-12:1_18:2_18:2,"TG O-12:1(9)_18:2(6,9)_18:2(9,12)"
TG O-12:1_18:2_18:3,"TG O-12:1(9)_18:2(6,9)_18:3(6,9,12)"
TG O-12:1_18:2_18:3,"TG O-12:1(9)_18:2(6,9)_18:3(9,12,15)"
TG O-12:1_18:2_18:4,"TG O-12:1(9)_18:2(6,9)_18:4(6,9,12,15)"
TG O-12:1_18:2_20:1,"TG O-12:1(9)_18:2(6,9)_20:1(11)"
TG O-12:1_18:2_20:1,"TG O-12:1(9)_18:2(6,9)_20:1(13)"
TG O-12:1_18:2_20:2,"TG O-12:1(9)_18:2(6,9)_20:2(11,14)"
TG O-12:1_18:2_20:2,"TG O-12:1(9)_18:2(6,9)_20:2(8,11)"
TG O-12:1_18:2_20:3,"TG O-12:1(9)_18:2(6,9)_20:3(11,14,17)"
TG O-12:1_18:2_20:3,"TG O-12:1(9)_18:2(6,9)_20:3(5,8,11)"
TG O-12:1_18:2_20:3,"TG O-12:1(9)_18:2(6,9)_20:3(8,11,14)"
TG O-12:1_18:2_20:4,"TG O-12:1(9)_18:2(6,9)_20:4(5,8,11,14)"
TG O-12:1_18:2_20:4,"TG O-12:1(9)_18:2(6,9)_20:4(8,11,14,17)"
TG O-12:1_18:2_20:5,"TG O-12:1(9)_18:2(6,9)_20:5(5,8,11,14,17)"
TG O-12:1_18:2_22:1,"TG O-12:1(9)_18:2(6,9)_22:1(13)"
TG O-12:1_18:2_22:2,"TG O-12:1(9)_18:2(6,9)_22:2(13,16)"
TG O-12:1_18:2_22:3,"TG O-12:1(9)_18:2(6,9)_22:3(7,10,13)"
TG O-12:1_18:2_22:4,"TG O-12:1(9)_18:2(6,9)_22:4(7,10,13,16)"
TG O-12:1_18:2_22:5,"TG O-12:1(9)_18:2(6,9)_22:5(4,7,10,13,16)"
TG O-12:1_18:2_22:5,"TG O-12:1(9)_18:2(6,9)_22:5(4,7,10,13,16)"
TG O-12:1_18:2_22:5,"TG O-12:1(9)_18:2(6,9)_22:5(7,10,13,16,19)"
TG O-12:1_18:2_22:6,"TG O-12:1(9)_18:2(6,9)_22:6(4,7,10,13,16,19)"
TG O-12:1_18:2_24:1,"TG O-12:1(9)_18:2(6,9)_24:1(15)"
TG O-12:1_18:2_24:4,"TG O-12:1(9)_18:2(6,9)_24:4(9,12,15,18)"
TG O-12:1_18:2_24:5,"TG O-12:1(9)_18:2(6,9)_24:5(6,9,12,15,18)"
TG O-12:1_18:2_24:5,"TG O-12:1(9)_18:2(6,9)_24:5(9,12,15,18,21)"
TG O-12:1_18:2_24:6,"TG O-12:1(9)_18:2(6,9)_24:6(4,7,10,13,16,19)"
TG O-12:1_18:2_26:1,"TG O-12:1(9)_18:2(6,9)_26:1(17)"
TG O-12:1_18:2_26:4,"TG O-12:1(9)_18:2(6,9)_26:4(11,14,17,20)"
TG O-12:1_18:2_26:5,"TG O-12:1(9)_18:2(6,9)_26:5(11,14,17,20,23)"
TG O-12:1_18:2_26:5,"TG O-12:1(9)_18:2(6,9)_26:5(8,11,14,17,20)"
TG O-12:1_18:2_26:6,"TG O-12:1(9)_18:2(6,9)_26:6(8,11,14,17,20,23)"
TG O-12:1_18:2_28:4,"TG O-12:1(9)_18:2(6,9)_28:4(13,16,19,22)"
TG O-12:1_18:2_28:5,"TG O-12:1(9)_18:2(6,9)_28:5(10,13,16,19,22)"
TG O-12:1_18:2_28:5,"TG O-12:1(9)_18:2(6,9)_28:5(13,16,19,22,25)"
TG O-12:1_18:2_28:6,"TG O-12:1(9)_18:2(6,9)_28:6(10,13,16,19,22,25)"
TG O-12:1_18:2_18:2,"TG O-12:1(9)_18:2(9,12)_18:2(9,12)"
TG O-12:1_18:2_18:3,"TG O-12:1(9)_18:2(9,12)_18:3(6,9,12)"
TG O-12:1_18:2_18:3,"TG O-12:1(9)_18:2(9,12)_18:3(9,12,15)"
TG O-12:1_18:2_18:4,"TG O-12:1(9)_18:2(9,12)_18:4(6,9,12,15)"
TG O-12:1_18:2_20:1,"TG O-12:1(9)_18:2(9,12)_20:1(11)"
TG O-12:1_18:2_20:1,"TG O-12:1(9)_18:2(9,12)_20:1(13)"
TG O-12:1_18:2_20:2,"TG O-12:1(9)_18:2(9,12)_20:2(11,14)"
TG O-12:1_18:2_20:2,"TG O-12:1(9)_18:2(9,12)_20:2(8,11)"
TG O-12:1_18:2_20:3,"TG O-12:1(9)_18:2(9,12)_20:3(11,14,17)"
TG O-12:1_18:2_20:3,"TG O-12:1(9)_18:2(9,12)_20:3(5,8,11)"
TG O-12:1_18:2_20:3,"TG O-12:1(9)_18:2(9,12)_20:3(8,11,14)"
TG O-12:1_18:2_20:4,"TG O-12:1(9)_18:2(9,12)_20:4(5,8,11,14)"
TG O-12:1_18:2_20:4,"TG O-12:1(9)_18:2(9,12)_20:4(8,11,14,17)"
TG O-12:1_18:2_20:5,"TG O-12:1(9)_18:2(9,12)_20:5(5,8,11,14,17)"
TG O-12:1_18:2_22:1,"TG O-12:1(9)_18:2(9,12)_22:1(13)"
TG O-12:1_18:2_22:2,"TG O-12:1(9)_18:2(9,12)_22:2(13,16)"
TG O-12:1_18:2_22:3,"TG O-12:1(9)_18:2(9,12)_22:3(7,10,13)"
TG O-12:1_18:2_22:4,"TG O-12:1(9)_18:2(9,12)_22:4(7,10,13,16)"
TG O-12:1_18:2_22:5,"TG O-12:1(9)_18:2(9,12)_22:5(4,7,10,13,16)"
TG O-12:1_18:2_22:5,"TG O-12:1(9)_18:2(9,12)_22:5(4,7,10,13,16)"
TG O-12:1_18:2_22:5,"TG O-12:1(9)_18:2(9,12)_22:5(7,10,13,16,19)"
TG O-12:1_18:2_22:6,"TG O-12:1(9)_18:2(9,12)_22:6(4,7,10,13,16,19)"
TG O-12:1_18:2_24:1,"TG O-12:1(9)_18:2(9,12)_24:1(15)"
TG O-12:1_18:2_24:4,"TG O-12:1(9)_18:2(9,12)_24:4(9,12,15,18)"
TG O-12:1_18:2_24:5,"TG O-12:1(9)_18:2(9,12)_24:5(6,9,12,15,18)"
TG O-12:1_18:2_24:5,"TG O-12:1(9)_18:2(9,12)_24:5(9,12,15,18,21)"
TG O-12:1_18:2_24:6,"TG O-12:1(9)_18:2(9,12)_24:6(4,7,10,13,16,19)"
TG O-12:1_18:2_26:1,"TG O-12:1(9)_18:2(9,12)_26:1(17)"
TG O-12:1_18:2_26:4,"TG O-12:1(9)_18:2(9,12)_26:4(11,14,17,20)"
TG O-12:1_18:2_26:5,"TG O-12:1(9)_18:2(9,12)_26:5(11,14,17,20,23)"
TG O-12:1_18:2_26:5,"TG O-12:1(9)_18:2(9,12)_26:5(8,11,14,17,20)"
TG O-12:1_18:2_26:6,"TG O-12:1(9)_18:2(9,12)_26:6(8,11,14,17,20,23)"
TG O-12:1_18:2_28:4,"TG O-12:1(9)_18:2(9,12)_28:4(13,16,19,22)"
TG O-12:1_18:2_28:5,"TG O-12:1(9)_18:2(9,12)_28:5(10,13,16,19,22)"
TG O-12:1_18:2_28:5,"TG O-12:1(9)_18:2(9,12)_28:5(13,16,19,22,25)"
TG O-12:1_18:2_28:6,"TG O-12:1(9)_18:2(9,12)_28:6(10,13,16,19,22,25)"
TG O-12:1_18:3_18:3,"TG O-12:1(9)_18:3(6,9,12)_18:3(6,9,12)"
TG O-12:1_18:3_18:3,"TG O-12:1(9)_18:3(6,9,12)_18:3(9,12,15)"
TG O-12:1_18:3_18:4,"TG O-12:1(9)_18:3(6,9,12)_18:4(6,9,12,15)"
TG O-12:1_18:3_20:1,"TG O-12:1(9)_18:3(6,9,12)_20:1(11)"
TG O-12:1_18:3_20:1,"TG O-12:1(9)_18:3(6,9,12)_20:1(13)"
TG O-12:1_18:3_20:2,"TG O-12:1(9)_18:3(6,9,12)_20:2(11,14)"
TG O-12:1_18:3_20:2,"TG O-12:1(9)_18:3(6,9,12)_20:2(8,11)"
TG O-12:1_18:3_20:3,"TG O-12:1(9)_18:3(6,9,12)_20:3(11,14,17)"
TG O-12:1_18:3_20:3,"TG O-12:1(9)_18:3(6,9,12)_20:3(5,8,11)"
TG O-12:1_18:3_20:3,"TG O-12:1(9)_18:3(6,9,12)_20:3(8,11,14)"
TG O-12:1_18:3_20:4,"TG O-12:1(9)_18:3(6,9,12)_20:4(5,8,11,14)"
TG O-12:1_18:3_20:4,"TG O-12:1(9)_18:3(6,9,12)_20:4(8,11,14,17)"
TG O-12:1_18:3_20:5,"TG O-12:1(9)_18:3(6,9,12)_20:5(5,8,11,14,17)"
TG O-12:1_18:3_22:1,"TG O-12:1(9)_18:3(6,9,12)_22:1(13)"
TG O-12:1_18:3_22:2,"TG O-12:1(9)_18:3(6,9,12)_22:2(13,16)"
TG O-12:1_18:3_22:3,"TG O-12:1(9)_18:3(6,9,12)_22:3(7,10,13)"
TG O-12:1_18:3_22:4,"TG O-12:1(9)_18:3(6,9,12)_22:4(7,10,13,16)"
TG O-12:1_18:3_22:5,"TG O-12:1(9)_18:3(6,9,12)_22:5(4,7,10,13,16)"
TG O-12:1_18:3_22:5,"TG O-12:1(9)_18:3(6,9,12)_22:5(4,7,10,13,16)"
TG O-12:1_18:3_22:5,"TG O-12:1(9)_18:3(6,9,12)_22:5(7,10,13,16,19)"
TG O-12:1_18:3_22:6,"TG O-12:1(9)_18:3(6,9,12)_22:6(4,7,10,13,16,19)"
TG O-12:1_18:3_24:1,"TG O-12:1(9)_18:3(6,9,12)_24:1(15)"
TG O-12:1_18:3_24:4,"TG O-12:1(9)_18:3(6,9,12)_24:4(9,12,15,18)"
TG O-12:1_18:3_24:5,"TG O-12:1(9)_18:3(6,9,12)_24:5(6,9,12,15,18)"
TG O-12:1_18:3_24:5,"TG O-12:1(9)_18:3(6,9,12)_24:5(9,12,15,18,21)"
TG O-12:1_18:3_24:6,"TG O-12:1(9)_18:3(6,9,12)_24:6(4,7,10,13,16,19)"
TG O-12:1_18:3_26:1,"TG O-12:1(9)_18:3(6,9,12)_26:1(17)"
TG O-12:1_18:3_26:4,"TG O-12:1(9)_18:3(6,9,12)_26:4(11,14,17,20)"
TG O-12:1_18:3_26:5,"TG O-12:1(9)_18:3(6,9,12)_26:5(11,14,17,20,23)"
TG O-12:1_18:3_26:5,"TG O-12:1(9)_18:3(6,9,12)_26:5(8,11,14,17,20)"
TG O-12:1_18:3_26:6,"TG O-12:1(9)_18:3(6,9,12)_26:6(8,11,14,17,20,23)"
TG O-12:1_18:3_28:4,"TG O-12:1(9)_18:3(6,9,12)_28:4(13,16,19,22)"
TG O-12:1_18:3_28:5,"TG O-12:1(9)_18:3(6,9,12)_28:5(10,13,16,19,22)"
TG O-12:1_18:3_28:5,"TG O-12:1(9)_18:3(6,9,12)_28:5(13,16,19,22,25)"
TG O-12:1_18:3_28:6,"TG O-12:1(9)_18:3(6,9,12)_28:6(10,13,16,19,22,25)"
TG O-12:1_18:3_18:3,"TG O-12:1(9)_18:3(9,12,15)_18:3(9,12,15)"
TG O-12:1_18:3_18:4,"TG O-12:1(9)_18:3(9,12,15)_18:4(6,9,12,15)"
TG O-12:1_18:3_20:1,"TG O-12:1(9)_18:3(9,12,15)_20:1(11)"
TG O-12:1_18:3_20:1,"TG O-12:1(9)_18:3(9,12,15)_20:1(13)"
TG O-12:1_18:3_20:2,"TG O-12:1(9)_18:3(9,12,15)_20:2(11,14)"
TG O-12:1_18:3_20:2,"TG O-12:1(9)_18:3(9,12,15)_20:2(8,11)"
TG O-12:1_18:3_20:3,"TG O-12:1(9)_18:3(9,12,15)_20:3(11,14,17)"
TG O-12:1_18:3_20:3,"TG O-12:1(9)_18:3(9,12,15)_20:3(5,8,11)"
TG O-12:1_18:3_20:3,"TG O-12:1(9)_18:3(9,12,15)_20:3(8,11,14)"
TG O-12:1_18:3_20:4,"TG O-12:1(9)_18:3(9,12,15)_20:4(5,8,11,14)"
TG O-12:1_18:3_20:4,"TG O-12:1(9)_18:3(9,12,15)_20:4(8,11,14,17)"
TG O-12:1_18:3_20:5,"TG O-12:1(9)_18:3(9,12,15)_20:5(5,8,11,14,17)"
TG O-12:1_18:3_22:1,"TG O-12:1(9)_18:3(9,12,15)_22:1(13)"
TG O-12:1_18:3_22:2,"TG O-12:1(9)_18:3(9,12,15)_22:2(13,16)"
TG O-12:1_18:3_22:3,"TG O-12:1(9)_18:3(9,12,15)_22:3(7,10,13)"
TG O-12:1_18:3_22:4,"TG O-12:1(9)_18:3(9,12,15)_22:4(7,10,13,16)"
TG O-12:1_18:3_22:5,"TG O-12:1(9)_18:3(9,12,15)_22:5(4,7,10,13,16)"
TG O-12:1_18:3_22:5,"TG O-12:1(9)_18:3(9,12,15)_22:5(4,7,10,13,16)"
TG O-12:1_18:3_22:5,"TG O-12:1(9)_18:3(9,12,15)_22:5(7,10,13,16,19)"
TG O-12:1_18:3_22:6,"TG O-12:1(9)_18:3(9,12,15)_22:6(4,7,10,13,16,19)"
TG O-12:1_18:3_24:1,"TG O-12:1(9)_18:3(9,12,15)_24:1(15)"
TG O-12:1_18:3_24:4,"TG O-12:1(9)_18:3(9,12,15)_24:4(9,12,15,18)"
TG O-12:1_18:3_24:5,"TG O-12:1(9)_18:3(9,12,15)_24:5(6,9,12,15,18)"
TG O-12:1_18:3_24:5,"TG O-12:1(9)_18:3(9,12,15)_24:5(9,12,15,18,21)"
TG O-12:1_18:3_24:6,"TG O-12:1(9)_18:3(9,12,15)_24:6(4,7,10,13,16,19)"
TG O-12:1_18:3_26:1,"TG O-12:1(9)_18:3(9,12,15)_26:1(17)"
TG O-12:1_18:3_26:4,"TG O-12:1(9)_18:3(9,12,15)_26:4(11,14,17,20)"
TG O-12:1_18:3_26:5,"TG O-12:1(9)_18:3(9,12,15)_26:5(11,14,17,20,23)"
TG O-12:1_18:3_26:5,"TG O-12:1(9)_18:3(9,12,15)_26:5(8,11,14,17,20)"
TG O-12:1_18:3_26:6,"TG O-12:1(9)_18:3(9,12,15)_26:6(8,11,14,17,20,23)"
TG O-12:1_18:3_28:4,"TG O-12:1(9)_18:3(9,12,15)_28:4(13,16,19,22)"
TG O-12:1_18:3_28:5,"TG O-12:1(9)_18:3(9,12,15)_28:5(10,13,16,19,22)"
TG O-12:1_18:3_28:5,"TG O-12:1(9)_18:3(9,12,15)_28:5(13,16,19,22,25)"
TG O-12:1_18:3_28:6,"TG O-12:1(9)_18:3(9,12,15)_28:6(10,13,16,19,22,25)"
TG O-12:1_18:4_18:4,"TG O-12:1(9)_18:4(6,9,12,15)_18:4(6,9,12,15)"
TG O-12:1_18:4_20:1,"TG O-12:1(9)_18:4(6,9,12,15)_20:1(11)"
TG O-12:1_18:4_20:1,"TG O-12:1(9)_18:4(6,9,12,15)_20:1(13)"
TG O-12:1_18:4_20:2,"TG O-12:1(9)_18:4(6,9,12,15)_20:2(11,14)"
TG O-12:1_18:4_20:2,"TG O-12:1(9)_18:4(6,9,12,15)_20:2(8,11)"
TG O-12:1_18:4_20:3,"TG O-12:1(9)_18:4(6,9,12,15)_20:3(11,14,17)"
TG O-12:1_18:4_20:3,"TG O-12:1(9)_18:4(6,9,12,15)_20:3(5,8,11)"
TG O-12:1_18:4_20:3,"TG O-12:1(9)_18:4(6,9,12,15)_20:3(8,11,14)"
TG O-12:1_18:4_20:4,"TG O-12:1(9)_18:4(6,9,12,15)_20:4(5,8,11,14)"
TG O-12:1_18:4_20:4,"TG O-12:1(9)_18:4(6,9,12,15)_20:4(8,11,14,17)"
TG O-12:1_18:4_20:5,"TG O-12:1(9)_18:4(6,9,12,15)_20:5(5,8,11,14,17)"
TG O-12:1_18:4_22:1,"TG O-12:1(9)_18:4(6,9,12,15)_22:1(13)"
TG O-12:1_18:4_22:2,"TG O-12:1(9)_18:4(6,9,12,15)_22:2(13,16)"
TG O-12:1_18:4_22:3,"TG O-12:1(9)_18:4(6,9,12,15)_22:3(7,10,13)"
TG O-12:1_18:4_22:4,"TG O-12:1(9)_18:4(6,9,12,15)_22:4(7,10,13,16)"
TG O-12:1_18:4_22:5,"TG O-12:1(9)_18:4(6,9,12,15)_22:5(4,7,10,13,16)"
TG O-12:1_18:4_22:5,"TG O-12:1(9)_18:4(6,9,12,15)_22:5(4,7,10,13,16)"
TG O-12:1_18:4_22:5,"TG O-12:1(9)_18:4(6,9,12,15)_22:5(7,10,13,16,19)"
TG O-12:1_18:4_22:6,"TG O-12:1(9)_18:4(6,9,12,15)_22:6(4,7,10,13,16,19)"
TG O-12:1_18:4_24:1,"TG O-12:1(9)_18:4(6,9,12,15)_24:1(15)"
TG O-12:1_18:4_24:4,"TG O-12:1(9)_18:4(6,9,12,15)_24:4(9,12,15,18)"
TG O-12:1_18:4_24:5,"TG O-12:1(9)_18:4(6,9,12,15)_24:5(6,9,12,15,18)"
TG O-12:1_18:4_24:5,"TG O-12:1(9)_18:4(6,9,12,15)_24:5(9,12,15,18,21)"
TG O-12:1_18:4_24:6,"TG O-12:1(9)_18:4(6,9,12,15)_24:6(4,7,10,13,16,19)"
TG O-12:1_18:4_26:1,"TG O-12:1(9)_18:4(6,9,12,15)_26:1(17)"
TG O-12:1_18:4_26:4,"TG O-12:1(9)_18:4(6,9,12,15)_26:4(11,14,17,20)"
TG O-12:1_18:4_26:5,"TG O-12:1(9)_18:4(6,9,12,15)_26:5(11,14,17,20,23)"
TG O-12:1_18:4_26:5,"TG O-12:1(9)_18:4(6,9,12,15)_26:5(8,11,14,17,20)"
TG O-12:1_18:4_26:6,"TG O-12:1(9)_18:4(6,9,12,15)_26:6(8,11,14,17,20,23)"
TG O-12:1_18:4_28:4,"TG O-12:1(9)_18:4(6,9,12,15)_28:4(13,16,19,22)"
TG O-12:1_18:4_28:5,"TG O-12:1(9)_18:4(6,9,12,15)_28:5(10,13,16,19,22)"
TG O-12:1_18:4_28:5,"TG O-12:1(9)_18:4(6,9,12,15)_28:5(13,16,19,22,25)"
TG O-12:1_18:4_28:6,"TG O-12:1(9)_18:4(6,9,12,15)_28:6(10,13,16,19,22,25)"
TG O-12:1_20:1_20:1,TG O-12:1(9)_20:1(11)_20:1(11)
TG O-12:1_20:1_20:1,TG O-12:1(9)_20:1(11)_20:1(13)
TG O-12:1_20:1_20:2,"TG O-12:1(9)_20:1(11)_20:2(11,14)"
TG O-12:1_20:1_20:2,"TG O-12:1(9)_20:1(11)_20:2(8,11)"
TG O-12:1_20:1_20:3,"TG O-12:1(9)_20:1(11)_20:3(11,14,17)"
TG O-12:1_20:1_20:3,"TG O-12:1(9)_20:1(11)_20:3(5,8,11)"
TG O-12:1_20:1_20:3,"TG O-12:1(9)_20:1(11)_20:3(8,11,14)"
TG O-12:1_20:1_20:4,"TG O-12:1(9)_20:1(11)_20:4(5,8,11,14)"
TG O-12:1_20:1_20:4,"TG O-12:1(9)_20:1(11)_20:4(8,11,14,17)"
TG O-12:1_20:1_20:5,"TG O-12:1(9)_20:1(11)_20:5(5,8,11,14,17)"
TG O-12:1_20:1_22:1,TG O-12:1(9)_20:1(11)_22:1(13)
TG O-12:1_20:1_22:2,"TG O-12:1(9)_20:1(11)_22:2(13,16)"
TG O-12:1_20:1_22:3,"TG O-12:1(9)_20:1(11)_22:3(7,10,13)"
TG O-12:1_20:1_22:4,"TG O-12:1(9)_20:1(11)_22:4(7,10,13,16)"
TG O-12:1_20:1_22:5,"TG O-12:1(9)_20:1(11)_22:5(4,7,10,13,16)"
TG O-12:1_20:1_22:5,"TG O-12:1(9)_20:1(11)_22:5(4,7,10,13,16)"
TG O-12:1_20:1_22:5,"TG O-12:1(9)_20:1(11)_22:5(7,10,13,16,19)"
TG O-12:1_20:1_22:6,"TG O-12:1(9)_20:1(11)_22:6(4,7,10,13,16,19)"
TG O-12:1_20:1_24:1,TG O-12:1(9)_20:1(11)_24:1(15)
TG O-12:1_20:1_24:4,"TG O-12:1(9)_20:1(11)_24:4(9,12,15,18)"
TG O-12:1_20:1_24:5,"TG O-12:1(9)_20:1(11)_24:5(6,9,12,15,18)"
TG O-12:1_20:1_24:5,"TG O-12:1(9)_20:1(11)_24:5(9,12,15,18,21)"
TG O-12:1_20:1_24:6,"TG O-12:1(9)_20:1(11)_24:6(4,7,10,13,16,19)"
TG O-12:1_20:1_26:1,TG O-12:1(9)_20:1(11)_26:1(17)
TG O-12:1_20:1_26:4,"TG O-12:1(9)_20:1(11)_26:4(11,14,17,20)"
TG O-12:1_20:1_26:5,"TG O-12:1(9)_20:1(11)_26:5(11,14,17,20,23)"
TG O-12:1_20:1_26:5,"TG O-12:1(9)_20:1(11)_26:5(8,11,14,17,20)"
TG O-12:1_20:1_26:6,"TG O-12:1(9)_20:1(11)_26:6(8,11,14,17,20,23)"
TG O-12:1_20:1_28:4,"TG O-12:1(9)_20:1(11)_28:4(13,16,19,22)"
TG O-12:1_20:1_28:5,"TG O-12:1(9)_20:1(11)_28:5(10,13,16,19,22)"
TG O-12:1_20:1_28:5,"TG O-12:1(9)_20:1(11)_28:5(13,16,19,22,25)"
TG O-12:1_20:1_28:6,"TG O-12:1(9)_20:1(11)_28:6(10,13,16,19,22,25)"
TG O-12:1_20:1_20:1,TG O-12:1(9)_20:1(13)_20:1(13)
TG O-12:1_20:1_20:2,"TG O-12:1(9)_20:1(13)_20:2(11,14)"
TG O-12:1_20:1_20:2,"TG O-12:1(9)_20:1(13)_20:2(8,11)"
TG O-12:1_20:1_20:3,"TG O-12:1(9)_20:1(13)_20:3(11,14,17)"
TG O-12:1_20:1_20:3,"TG O-12:1(9)_20:1(13)_20:3(5,8,11)"
TG O-12:1_20:1_20:3,"TG O-12:1(9)_20:1(13)_20:3(8,11,14)"
TG O-12:1_20:1_20:4,"TG O-12:1(9)_20:1(13)_20:4(5,8,11,14)"
TG O-12:1_20:1_20:4,"TG O-12:1(9)_20:1(13)_20:4(8,11,14,17)"
TG O-12:1_20:1_20:5,"TG O-12:1(9)_20:1(13)_20:5(5,8,11,14,17)"
TG O-12:1_20:1_22:1,TG O-12:1(9)_20:1(13)_22:1(13)
